poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct,num_harris
89144,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,Georgia,10/30/24,2024-10-31,NA,NA,NA,NA,NA,NA,215177,1212,lv,NA,lv,NA,10/31/24 15:45,NA,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,NA,https://cdn.atlasintel.org/89b089d5-71ee-462d-a710-1427664e80ed.pdf,NA,NA,NA,8781,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47.8,579
89145,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,Michigan,10/30/24,2024-10-31,NA,NA,NA,NA,NA,NA,215178,1136,lv,NA,lv,NA,10/31/24 15:46,NA,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,NA,https://cdn.atlasintel.org/89b089d5-71ee-462d-a710-1427664e80ed.pdf,NA,NA,NA,8820,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48.3,549
89145,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,Michigan,10/30/24,2024-10-31,NA,NA,NA,NA,NA,NA,215179,1136,lv,NA,lv,NA,10/31/24 15:46,NA,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,NA,https://cdn.atlasintel.org/89b089d5-71ee-462d-a710-1427664e80ed.pdf,NA,NA,NA,8820,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48.7,553
89146,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,Nevada,10/30/24,2024-10-31,NA,NA,NA,NA,NA,NA,215180,845,lv,NA,lv,NA,10/31/24 15:46,NA,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,NA,https://cdn.atlasintel.org/89b089d5-71ee-462d-a710-1427664e80ed.pdf,NA,NA,NA,8857,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,46.9,396
89146,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,Nevada,10/30/24,2024-10-31,NA,NA,NA,NA,NA,NA,215181,845,lv,NA,lv,NA,10/31/24 15:46,NA,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,NA,https://cdn.atlasintel.org/89b089d5-71ee-462d-a710-1427664e80ed.pdf,NA,NA,NA,8857,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,397
89147,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,Pennsylvania,10/30/24,2024-10-31,NA,NA,NA,NA,NA,NA,215184,1738,lv,NA,lv,NA,10/31/24 15:46,NA,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,NA,https://cdn.atlasintel.org/89b089d5-71ee-462d-a710-1427664e80ed.pdf,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47.4,824
89147,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,Pennsylvania,10/30/24,2024-10-31,NA,NA,NA,NA,NA,NA,215185,1738,lv,NA,lv,NA,10/31/24 15:46,NA,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,NA,https://cdn.atlasintel.org/89b089d5-71ee-462d-a710-1427664e80ed.pdf,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47.9,833
89148,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,Wisconsin,10/30/24,2024-10-31,NA,NA,NA,NA,NA,NA,215186,673,lv,NA,lv,NA,10/31/24 15:46,NA,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,NA,https://cdn.atlasintel.org/89b089d5-71ee-462d-a710-1427664e80ed.pdf,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48.2,324
89148,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,Wisconsin,10/30/24,2024-10-31,NA,NA,NA,NA,NA,NA,215187,673,lv,NA,lv,NA,10/31/24 15:46,NA,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,NA,https://cdn.atlasintel.org/89b089d5-71ee-462d-a710-1427664e80ed.pdf,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,330
89153,1365,Change Research,NA,NA,Change Research,48,Change Research,1.4,0.6,Text-to-Web/Online Ad,5,Nebraska,10/30/24,2024-10-31,31126,Dan Osborn,IND,NA,NA,NA,215276,600,lv,NA,lv,NA,10/31/24 20:09,NA,https://www.huffpost.com/entry/dan-osborn-deb-fischer_n_6723e490e4b01f6919d980e9?kon,https://www.huffpost.com/entry/dan-osborn-deb-fischer_n_6723e490e4b01f6919d980e9?kon,https://big.assets.huffingtonpost.com/athena/files/2024/10/31/6723e908e4b01f6919d981f7.pdf,NA,NA,TRUE,IND,8845,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,39,234
89162,1102,Emerson,2204,RealClearWorld,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Nevada,10/29/24,2024-10-31,NA,NA,NA,NA,NA,NA,215366,700,lv,NA,lv,NA,11/1/24 09:05,NA,https://emersoncollegepolling.com/october-2024-nevada-poll-harris-48-trump-47/,https://emersoncollegepolling.com/october-2024-nevada-poll-harris-48-trump-47/,NA,https://docs.google.com/spreadsheets/d/165a3jgGb3dnNEVKiMZg2ghrEcQqtp7XY/edit?gid=681822589#gid=681822589,NA,NA,NA,8857,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48.6,340
89165,770,TIPP,NA,NA,TIPP Insights,144,TIPP Insights,1.8,-0.4,Online Panel,3,National,10/29/24,2024-10-31,NA,NA,NA,NA,NA,NA,215351,1249,lv,NA,lv,TRUE,11/1/24 09:03,NA,https://tippinsights.com/tipp-tracking-day-19-trump-holds-a-one-point-lead-as-race-coasts-toward-election-day/,https://tippinsights.com/tipp-tracking-day-19-trump-holds-a-one-point-lead-as-race-coasts-toward-election-day/,NA,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,600
89165,770,TIPP,NA,NA,TIPP Insights,144,TIPP Insights,1.8,-0.4,Online Panel,3,National,10/29/24,2024-10-31,NA,NA,NA,NA,NA,NA,215352,1249,lv,NA,lv,TRUE,11/1/24 09:03,NA,https://tippinsights.com/tipp-tracking-day-19-trump-holds-a-one-point-lead-as-race-coasts-toward-election-day/,https://tippinsights.com/tipp-tracking-day-19-trump-holds-a-one-point-lead-as-race-coasts-toward-election-day/,NA,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47.8,597
89206,356,OnMessage Inc.,NA,NA,OnMessage,239,OnMessage Inc.,1.1,0.2,NA,1,Pennsylvania,10/29/24,2024-10-31,NA,NA,NA,NA,NA,NA,215584,800,lv,NA,lv,NA,11/1/24 16:31,NA,https://www.semafor.com/newsletter/11/01/2024/the-view-from-the-swing-states,https://www.semafor.com/newsletter/11/01/2024/the-view-from-the-swing-states,NA,NA,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,376
89207,356,OnMessage Inc.,NA,NA,OnMessage,239,OnMessage Inc.,1.1,0.2,NA,1,Michigan,10/29/24,2024-10-31,NA,NA,NA,NA,NA,NA,215585,800,lv,NA,lv,NA,11/1/24 16:31,NA,https://www.semafor.com/newsletter/11/01/2024/the-view-from-the-swing-states,https://www.semafor.com/newsletter/11/01/2024/the-view-from-the-swing-states,NA,NA,NA,NA,NA,8820,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,384
89208,356,OnMessage Inc.,NA,NA,OnMessage,239,OnMessage Inc.,1.1,0.2,NA,1,Wisconsin,10/29/24,2024-10-31,NA,NA,NA,NA,NA,NA,215586,800,lv,NA,lv,NA,11/1/24 16:31,NA,https://www.semafor.com/newsletter/11/01/2024/the-view-from-the-swing-states,https://www.semafor.com/newsletter/11/01/2024/the-view-from-the-swing-states,NA,NA,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,376
89209,356,OnMessage Inc.,NA,NA,OnMessage,239,OnMessage Inc.,1.1,0.2,NA,1,Arizona,10/29/24,2024-10-31,NA,NA,NA,NA,NA,NA,215587,800,lv,NA,lv,NA,11/1/24 16:31,NA,https://www.semafor.com/newsletter/11/01/2024/the-view-from-the-swing-states,https://www.semafor.com/newsletter/11/01/2024/the-view-from-the-swing-states,NA,NA,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,376
89169,460,SurveyUSA,715,KOB-TV (Albuquerque),SurveyUSA,325,SurveyUSA,2.8,-1.3,IVR/Online Panel,8,New Mexico,10/28/24,2024-10-31,NA,NA,NA,NA,NA,NA,215357,632,lv,NA,lv,NA,11/1/24 09:04,NA,https://www.surveyusa.com/client/PollReport.aspx?g=b13e1d14-aeb8-4fbf-9e61-8aeb4cc2b045,NA,NA,https://www.surveyusa.com/client/PollReport.aspx?g=b13e1d14-aeb8-4fbf-9e61-8aeb4cc2b045,NA,NA,NA,8854,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,50,316
89182,461,Susquehanna,NA,NA,Susquehanna Polling & Research,326,Susquehanna Polling & Research Inc.,2.3,-0.3,NA,5.5,Nevada,10/28/24,2024-10-31,NA,NA,NA,NA,NA,NA,215436,400,lv,NA,lv,NA,11/1/24 12:33,NA,https://x.com/SusquehannaPR/status/1852382660183666853,https://x.com/SusquehannaPR/status/1852382660183666853,NA,NA,NA,NA,NA,8857,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,44.2,177
89188,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Arizona,10/28/24,2024-10-31,NA,NA,NA,NA,NA,NA,215494,652,lv,NA,lv,NA,11/1/24 14:24,NA,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,NA,NA,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,306
89189,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Georgia,10/28/24,2024-10-31,NA,NA,NA,NA,NA,NA,215495,1779,lv,NA,lv,NA,11/1/24 14:24,NA,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,NA,NA,NA,NA,NA,8781,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,836
89190,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Michigan,10/28/24,2024-10-31,NA,NA,NA,NA,NA,NA,215496,1731,lv,NA,lv,NA,11/1/24 14:24,NA,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,NA,NA,NA,NA,NA,8820,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,814
89191,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Nevada,10/28/24,2024-10-31,NA,NA,NA,NA,NA,NA,215497,690,lv,NA,lv,NA,11/1/24 14:24,NA,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,NA,NA,NA,NA,NA,8857,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,324
89192,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,North Carolina,10/28/24,2024-10-31,NA,NA,NA,NA,NA,NA,215498,1123,lv,NA,lv,NA,11/1/24 14:24,NA,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,NA,NA,NA,NA,NA,8839,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,528
89193,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Pennsylvania,10/28/24,2024-10-31,NA,NA,NA,NA,NA,NA,215499,1596,lv,NA,lv,NA,11/1/24 14:24,NA,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,NA,NA,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,766
89194,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Wisconsin,10/28/24,2024-10-31,NA,NA,NA,NA,NA,NA,215500,932,lv,NA,lv,NA,11/1/24 14:24,NA,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,NA,NA,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,447
89195,1302,Echelon Insights,NA,NA,Echelon Insights,407,Echelon Insights,2.7,-0.8,Online Panel,9,National,10/28/24,2024-10-31,NA,NA,NA,NA,NA,NA,215526,1328,lv,NA,lv,NA,11/1/24 15:49,NA,https://echeloninsights.com/in-the-news/oct-2024-verified-voter-omnibus/,https://echeloninsights.com/in-the-news/oct-2024-verified-voter-omnibus/,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2024-Voter-Omnibus-Topline-EXTERNAL.pdf,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2024-Voter-Omnibus-Crosstabs-EXTERNAL.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,DEM,Harris,16661,Kamala Harris,49,651
89195,1302,Echelon Insights,NA,NA,Echelon Insights,407,Echelon Insights,2.7,-0.8,Online Panel,9,National,10/28/24,2024-10-31,NA,NA,NA,NA,NA,NA,215527,1328,lv,NA,lv,NA,11/1/24 15:49,NA,https://echeloninsights.com/in-the-news/oct-2024-verified-voter-omnibus/,https://echeloninsights.com/in-the-news/oct-2024-verified-voter-omnibus/,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2024-Voter-Omnibus-Topline-EXTERNAL.pdf,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2024-Voter-Omnibus-Crosstabs-EXTERNAL.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,50,664
89215,1800,Noble Predictive Insights,NA,NA,Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Live Phone/Text-to-Web,6,Nevada,10/28/24,2024-10-31,NA,NA,NA,NA,NA,NA,215683,593,lv,NA,lv,NA,11/1/24 19:25,NA,https://www.noblepredictiveinsights.com/post/nevada-poll-of-record-harris-1-rosen-2?utm_campaign=NVPOP&utm_medium=email&_hsenc=p2ANqtz-9j_u6-tT4ZHtSv4V2qvOF4hjfoWyFc0oXQIcMu58IRgouxeZHmWWBLzp1HTnynHcN8e2swnYKUeKkWZW0pTPm9J1jwOQ&_hsmi=331990016&utm_content=331990016&utm_source=hs_email,https://www.noblepredictiveinsights.com/post/nevada-poll-of-record-harris-1-rosen-2?utm_campaign=NVPOP&utm_medium=email&_hsenc=p2ANqtz-9j_u6-tT4ZHtSv4V2qvOF4hjfoWyFc0oXQIcMu58IRgouxeZHmWWBLzp1HTnynHcN8e2swnYKUeKkWZW0pTPm9J1jwOQ&_hsmi=331990016&utm_content=331990016&utm_source=hs_email,NA,NA,NA,NA,NA,8857,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,291
89199,568,YouGov,21672168,The Times of London | SAY24,YouGov,391,YouGov,3,-1.1,Online Panel,9,Arizona,10/25/24,2024-10-31,NA,NA,NA,NA,NA,NA,215534,880,rv,NA,rv,NA,11/1/24 16:15,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/Times_SAY24_20241101.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/Times_SAY24_20241101.pdf,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,414
89199,568,YouGov,21672168,The Times of London | SAY24,YouGov,391,YouGov,3,-1.1,Online Panel,9,Arizona,10/25/24,2024-10-31,NA,NA,NA,NA,NA,NA,215541,856,lv,NA,lv,NA,11/1/24 16:15,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/Times_SAY24_20241101.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/Times_SAY24_20241101.pdf,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,411
